consumerid,choice,value_total,treattype,pg_km_adj,pgmidgrade_km_adj,pe_km_adj,dv_ctb,dv_bh,dv_rec,dv_female,dv_age_25to40y,dv_age_morethan65y,dv_somesecondary,dv_somecollege,dv_carpriceadj_p75p100,dv_usageveh_p75p100,stationvisit_avgcarprice_adj
11628,1,15,0,.2159331,.2283956,.2184101,0,0,0,0,0,0,0,1,0,0,28.61084
11629,1,20,3,.236146,.2497751,.2396944,0,0,0,1,1,0,0,1,0,0,28.61084
11630,1,20,3,.2500711,.2645038,.2542475,0,0,0,1,0,0,0,1,0,0,28.61084
11631,2,70,3,.266553,.281937,.2752268,0,0,0,0,0,0,0,1,1,0,28.61084
11632,2,142.98,3,.2630767,.2782601,.2689451,0,0,0,0,0,1,1,0,0,0,28.61084
11633,3,101.02,3,.2357486,.2493547,.2403412,0,0,0,0,0,0,0,1,1,0,28.61084
11634,2,40,3,.2826658,.2989798,.2973499,0,0,0,1,1,0,1,0,0,0,28.61084
11635,1,80,3,.2451723,.2593223,.2548114,0,0,0,0,1,0,0,1,0,1,28.61084
11636,3,76.58,3,.2186283,.2312463,.2327565,0,0,0,0,0,0,0,1,0,0,28.61084
11637,3,40,3,.2246725,.2376394,.2274098,0,0,0,1,1,0,1,0,0,0,28.61084
11638,1,96.01,3,.2605634,.2756017,.2687727,0,0,0,1,1,0,0,1,0,0,28.61084
11639,3,82.7,3,.3060696,.3237343,.3234661,0,0,0,0,1,0,0,1,0,1,28.61084
11640,1,20,3,.2307151,.2440307,.2365437,0,0,0,0,1,0,1,0,0,0,28.61084
11641,1,110.04,3,.2874559,.3040462,.3027239,0,0,0,0,1,0,1,0,0,0,28.61084
11642,3,80,3,.2451723,.2593223,.2548114,0,0,0,1,1,0,0,1,0,0,28.61084
11643,2,50,3,.2529288,.2675264,.2567585,0,0,0,1,0,0,1,0,0,0,28.61084
11644,1,50,3,.2429091,.2569285,.2467566,0,0,0,1,0,0,1,0,0,0,28.61084
11645,3,49,3,.267437,.282872,.270201,0,0,0,0,0,0,0,1,1,1,28.61084
11646,2,120.32,3,.2688219,.2843368,.2776842,0,0,0,1,0,0,0,1,0,0,28.61084
11647,1,50,4,.2275625,.2406962,.2332118,0,0,0,0,0,0,1,0,0,0,28.61084
11648,3,124.68,4,.2296988,.2429558,.2293097,0,0,0,1,1,0,0,1,0,0,28.61084
11649,3,53.52,4,.2639091,.2791405,.278655,0,0,0,0,0,0,0,1,0,1,28.61084
11650,2,94.32,4,.3246323,.3433683,.3060844,0,0,0,1,0,0,0,1,1,1,28.61084
11651,3,67.89,4,.3276205,.346529,.3400044,0,0,0,1,1,0,0,1,1,0,28.61084
11653,1,50,4,.236146,.2497751,.2396944,0,0,0,1,0,0,0,1,0,1,28.61084
11655,1,20,4,.260612,.2756532,.2643756,0,0,0,0,0,0,1,0,0,0,28.61084
11656,3,56,4,.2246725,.2376394,.2274098,0,0,0,0,0,0,0,1,0,0,28.61084
11657,3,50,4,.2329037,.2463457,.2363127,0,0,0,1,1,0,0,1,0,0,28.61084
11658,1,50,4,.2590591,.2740106,.264695,0,0,0,0,1,0,1,0,0,0,28.61084
11659,3,109.12,4,.2420894,.2560615,.252075,0,0,0,0,1,0,0,1,1,0,28.61084
11661,3,70,4,.2681587,.2836353,.2834252,0,0,0,1,1,0,0,1,0,0,28.61084
11663,3,40,4,.2432704,.2573106,.2559053,0,0,0,0,0,0,1,0,0,0,28.61084
11664,2,134.18,4,.2527972,.2673872,.2604155,0,0,0,0,0,0,1,0,1,1,28.61084
11665,1,50,0,.2624388,.277035,.2710028,0,0,0,0,0,0,0,1,1,0,26.05395
11666,1,50,0,.2877718,.3037769,.2974668,0,0,0,0,1,0,1,0,0,0,26.05395
11667,3,40,0,.2329359,.2458911,.2427308,0,0,0,1,0,0,1,0,0,0,26.05395
11668,1,10,0,.2350928,.2481681,.2387249,0,0,0,1,1,0,1,0,0,0,26.05395
11669,1,50,0,.2329359,.2458911,.2427308,0,0,0,1,0,0,0,1,0,0,26.05395
11670,2,30,0,.2801472,.2957282,.288124,0,0,0,0,0,0,0,1,1,0,26.05395
11671,1,20,0,.2426293,.2561237,.2492389,0,0,0,0,1,0,0,1,0,0,26.05395
11672,1,20,0,.2240522,.2365133,.2305269,0,0,0,1,1,0,1,0,0,0,26.05395
11673,1,20,0,.2548969,.2690735,.2763667,0,0,0,0,1,0,1,0,0,0,26.05395
11674,3,20,0,.2392696,.2525772,.2457341,0,0,0,1,0,0,1,0,0,0,26.05395
11675,1,20,0,.3487863,.3681848,.3584453,0,0,0,0,0,0,0,1,0,0,26.05395
11676,3,15,0,.3303978,.3487737,.3172011,0,0,0,0,0,0,0,1,1,0,26.05395
11677,3,10,0,.2705055,.2855503,.2795739,0,0,0,1,0,0,1,0,0,0,26.05395
11678,1,100,0,.2680815,.2829914,.2879018,0,0,0,1,0,0,0,1,0,0,26.05395
11679,1,50,0,.2524173,.2664561,.2701023,0,0,0,0,0,0,1,0,0,0,26.05395
11680,1,20,0,.2459007,.259577,.2589681,0,0,0,1,0,0,0,1,0,0,26.05395
11681,1,102,0,.2426293,.2561237,.2492389,0,0,0,1,0,0,0,1,0,0,26.05395
11682,1,10,0,.2459007,.259577,.2589681,0,0,0,1,1,0,1,0,0,0,26.05395
11683,1,60,3,.2357601,.2488724,.2413426,0,0,0,1,1,0,0,1,0,0,26.05395
11684,1,15,3,.2392696,.2525772,.2457341,0,0,0,0,1,0,1,0,0,0,26.05395
11685,1,20,3,.2329359,.2458911,.2427308,0,0,0,0,1,0,1,0,0,0,26.05395
11686,1,10,3,.2877718,.3037769,.2974668,0,0,0,0,0,0,1,0,0,0,26.05395
11687,1,50,3,.2801472,.2957282,.288124,0,0,0,0,0,1,0,1,1,0,26.05395
11688,3,30,3,.2269954,.2396203,.2336086,0,0,0,1,1,0,0,1,0,0,26.05395
11689,1,20,3,.2580169,.2723671,.2616864,0,0,0,1,0,0,0,1,0,0,26.05395
11690,1,20,3,.2695603,.2845526,.289246,0,0,0,0,1,0,0,1,0,0,26.05395
11691,3,30,3,.2269954,.2396203,.2336086,0,0,0,1,1,0,0,1,0,0,26.05395
11692,2,10,3,.2892016,.3052863,.3113104,0,0,0,0,1,0,1,0,0,0,26.05395
11693,1,20,3,.277024,.2924314,.2911882,0,0,0,0,1,0,0,1,0,0,26.05395
11694,2,30,3,.2298376,.2426205,.2394055,0,0,0,0,1,0,1,0,0,0,26.05395
11695,3,20,3,.2487832,.2626198,.2659911,0,0,0,0,0,0,0,1,0,0,26.05395
11696,3,30,3,.2269954,.2396203,.2336086,0,0,0,1,1,0,0,1,0,0,26.05395
11697,1,50,3,.2481251,.2619251,.2574114,0,0,0,1,0,0,1,0,1,0,26.05395
11698,1,123,3,.2705055,.2855503,.2795739,0,0,0,1,0,0,0,1,0,0,26.05395
11699,2,20,3,.2764252,.2917992,.2839181,0,0,0,1,1,0,0,1,0,0,26.05395
11700,1,20,3,.2459007,.259577,.2589681,0,0,0,0,1,0,0,1,0,0,26.05395
11701,1,100,4,.2872623,.303239,.3061412,0,0,0,1,0,0,0,1,1,0,26.05395
11702,1,20,4,.2894998,.305601,.2977483,0,0,0,1,1,0,0,1,0,0,26.05395
11703,3,30,4,.2269954,.2396203,.2336086,0,0,0,1,1,0,0,1,0,0,26.05395
11704,2,10,4,.2627565,.2773703,.2689105,0,0,0,0,0,0,0,1,0,0,26.05395
11705,3,10,4,.2329359,.2458911,.2427308,0,0,0,0,1,0,0,1,0,0,26.05395
11706,1,20,4,.2459007,.259577,.2589681,0,0,0,0,1,0,0,1,0,0,26.05395
11707,1,20,4,.2459007,.259577,.2589681,0,0,0,0,0,0,0,1,0,0,26.05395
11708,3,20,4,.2779065,.2933629,.2908163,0,0,0,0,1,0,0,1,0,0,26.05395
11709,3,20,4,.2639859,.2786681,.2832355,0,0,0,1,0,0,1,0,0,0,26.05395
11710,1,20,4,.2459007,.259577,.2589681,0,0,0,0,1,0,0,1,0,0,26.05395
11711,1,50,4,.2752145,.2905212,.2866225,0,0,0,0,0,0,0,1,0,0,26.05395
11712,1,10,4,.2459007,.259577,.2589681,0,0,0,1,1,0,1,0,0,0,26.05395
11713,1,30,4,.2654199,.2801818,.2845365,0,0,0,0,1,0,1,0,0,0,26.05395
11714,1,20,4,.2561592,.2704061,.2743426,0,0,0,1,1,0,1,0,0,0,26.05395
11715,3,30,4,.2269954,.2396203,.2336086,0,0,0,1,1,0,0,1,0,0,26.05395
11716,3,30,4,.2269954,.2396203,.2336086,0,0,0,1,1,0,0,1,0,0,26.05395
11717,1,20,4,.2747278,.2900074,.284066,0,0,0,1,0,0,1,0,1,0,26.05395
11718,1,50,4,.278699,.2941995,.2915005,0,0,0,0,1,0,0,1,0,0,26.05395
11719,3,50,0,.27552,.2908324,.2670794,0,0,0,0,1,0,1,0,0,0,28.28075
11720,3,70,0,.2891134,.3051812,.2876517,0,0,0,0,0,1,0,1,1,1,28.28075
11721,1,50,0,.2908862,.3070526,.2833956,0,0,0,1,0,0,0,1,0,0,28.28075
11722,2,100,0,.2800423,.295606,.284771,0,0,0,1,0,0,1,0,1,1,28.28075
11723,3,73.21,0,.2352671,.2483424,.2261538,0,0,0,0,0,1,1,0,0,0,28.28075
11724,3,92.34,0,.2361768,.2493026,.2295658,0,0,0,0,1,0,1,0,0,1,28.28075
11725,1,80.04,0,.2686167,.2835454,.2669579,0,0,0,0,0,0,0,1,1,0,28.28075
11726,1,50,0,.2331086,.2460639,.2299488,0,0,0,1,1,0,1,0,0,1,28.28075
11727,1,131.01,0,.2601264,.2745833,.2580405,0,0,0,0,0,0,1,0,1,0,28.28075
11728,1,27.21,0,.263583,.2782319,.2608244,0,0,0,1,0,0,1,0,0,1,28.28075
11729,3,77.29,0,.2421585,.2556168,.236633,0,0,0,0,0,0,0,1,0,1,28.28075
11730,3,50,0,.2271637,.2397886,.2213069,0,0,0,0,0,1,0,1,0,0,28.28075
11731,3,50,0,.2667693,.2815953,.2777446,0,0,0,0,0,0,0,1,0,0,28.28075
11732,1,50,0,.2606519,.2751379,.2749086,0,0,0,1,0,0,0,1,1,0,28.28075
11733,1,107.01,0,.2717019,.2868021,.2831653,0,0,0,0,1,0,0,1,0,1,28.28075
11734,3,20,0,.2623026,.2768804,.2628765,0,0,0,0,0,0,1,0,0,0,28.28075
11735,2,102.01,0,.27552,.2908324,.2670794,0,0,0,1,0,0,1,0,0,1,28.28075
11736,1,72.92,0,.230008,.242791,.2267986,0,0,0,0,0,0,0,1,0,1,28.28075
11737,1,50,3,.2425536,.2560337,.2351281,0,0,0,0,0,0,1,0,0,1,28.28075
11738,3,30.03,3,.2550863,.269263,.2559457,0,0,0,0,0,0,0,1,0,1,28.28075
11739,1,73.29,3,.371719,.3923777,.3716134,0,0,0,1,1,0,1,0,1,1,28.28075
11740,1,50,3,.2495543,.2634235,.2420023,0,0,0,0,1,0,1,0,0,0,28.28075
11741,1,72.27,3,.2428092,.2563036,.2361141,0,0,0,0,0,0,0,1,0,1,28.28075
11742,3,62.51,3,.2891134,.3051812,.2876517,0,0,0,0,1,0,0,1,1,1,28.28075
11743,3,29.07,3,.2830046,.298733,.2883317,0,0,0,0,1,0,1,0,0,1,28.28075
11744,3,20,3,.2665329,.2813458,.2605546,0,0,0,0,0,1,0,1,0,0,28.28075
11745,1,50,3,.3014935,.3182494,.305721,0,0,0,0,0,0,0,1,0,1,28.28075
11746,3,20,3,.27552,.2908324,.2670794,0,0,0,0,0,0,0,1,0,1,28.28075
11747,1,70,3,.2583833,.2727432,.2587676,0,0,0,0,0,0,0,1,0,0,28.28075
11748,3,70,3,.2452067,.2588344,.2396696,0,0,0,0,1,0,1,0,0,0,28.28075
11749,1,72.35,3,.2671698,.2820181,.2607716,0,0,0,1,0,0,0,1,1,1,28.28075
11750,3,50,3,.2593043,.2737155,.2520121,0,0,0,0,0,0,1,0,0,1,28.28075
11751,3,25,3,.2749315,.2902111,.2691073,0,0,0,1,0,0,0,1,0,1,28.28075
11752,3,96.21,3,.2629513,.2775652,.2547499,0,0,0,0,1,0,0,1,0,0,28.28075
11753,1,133.01,3,.3306428,.3490187,.3004975,0,0,0,1,0,0,0,1,1,1,28.28075
11754,1,37,3,.2606519,.2751379,.2749086,0,0,0,1,1,0,0,1,1,0,28.28075
11755,2,91.1,4,.280155,.2957249,.2737057,0,0,0,0,0,0,0,1,0,0,28.28075
11756,3,61.39,4,.2331086,.2460639,.2299488,0,0,0,0,0,0,1,0,0,1,28.28075
11757,3,91.26,4,.2271637,.2397886,.2213069,0,0,0,0,0,0,1,0,0,1,28.28075
11758,1,50,4,.2271637,.2397886,.2213069,0,0,0,1,1,0,1,0,0,0,28.28075
11759,3,50,4,.2428092,.2563036,.2361141,0,0,0,1,1,0,1,0,0,0,28.28075
11760,3,25,4,.242481,.2559572,.2446345,0,0,0,0,1,0,0,1,1,1,28.28075
11761,3,71.24,4,.2331086,.2460639,.2299488,0,0,0,1,0,0,0,1,0,1,28.28075
11762,3,20,4,.2352671,.2483424,.2261538,0,0,0,0,1,0,0,1,0,0,28.28075
11763,3,81.69,4,.2798762,.2954306,.2760569,0,0,0,0,0,0,0,1,0,0,28.28075
11764,1,30,4,.2939381,.310274,.2926784,0,0,0,0,0,0,0,1,1,0,28.28075
11765,3,92,4,.266377,.2811812,.2661653,0,0,0,0,1,0,1,0,0,1,28.28075
11766,1,37.29,4,.2891134,.3051812,.2876517,0,0,0,0,0,0,1,0,1,1,28.28075
11767,1,81.94,4,.2771229,.2925244,.2712649,0,0,0,1,0,1,1,0,0,1,28.28075
11768,1,20,4,.2385121,.2517677,.229286,0,0,0,0,1,0,1,0,0,1,28.28075
11769,1,75,4,.2352671,.2483424,.2261538,0,0,0,0,1,0,1,0,0,0,28.28075
11770,1,27.38,4,.2331086,.2460639,.2299488,0,0,0,0,1,0,1,0,0,1,28.28075
11771,1,45,4,.280155,.2957249,.2737057,0,0,0,1,0,0,0,1,0,0,28.28075
11772,1,30,4,.2623359,.2769156,.2619538,0,0,0,0,0,0,1,0,0,1,28.28075
11773,1,72.36,0,.2970133,.3135202,.2928752,0,0,0,1,1,0,1,0,0,1,29.6454
11774,3,83.12,0,.2666018,.2814186,.260722,0,0,0,0,0,0,0,1,0,1,29.6454
11775,3,30,0,.2939305,.3102661,.2926708,0,0,0,0,0,1,0,1,1,0,29.6454
11776,1,40,0,.2663701,.2811739,.2661585,0,0,0,1,1,0,1,0,0,0,29.6454
11777,1,76.24,0,.2792837,.2948052,.2734948,0,0,0,0,1,0,1,0,0,1,29.6454
11778,3,51.22,0,.2729238,.2880918,.2498718,0,0,0,0,1,0,1,0,0,1,29.6454
11779,1,26.35,0,.2513542,.2653235,.2465593,0,0,0,0,1,0,0,1,1,1,29.6454
11780,3,92.13,0,.2452004,.2588277,.2396635,0,0,0,1,0,0,0,1,0,1,29.6454
11781,3,35,0,.2554128,.2696077,.2562184,0,0,0,0,1,0,0,1,1,0,29.6454
11782,1,91.1,0,.2629445,.277558,.2547433,0,0,0,1,0,0,0,1,0,1,29.6454
11783,3,50,0,.3421302,.3611445,.3327361,0,0,0,1,0,0,1,0,1,0,29.6454
11784,1,76.01,0,.276032,.2913728,.2880856,0,0,0,1,0,0,1,0,0,1,29.6454
11785,1,27.74,0,.2376265,.2508329,.2314563,0,0,0,1,0,0,1,0,0,1,29.6454
11786,3,91.13,0,.2740281,.2892575,.2786191,0,0,0,0,0,0,0,1,0,0,29.6454
11787,3,50,0,.3021077,.3188976,.298088,0,0,0,1,1,0,0,1,0,1,29.6454
11788,1,72.24,0,.2663701,.2811739,.2661585,0,0,0,1,0,0,1,0,0,1,29.6454
11789,1,50,0,.2974597,.3139914,.2921699,0,0,0,1,0,0,0,1,0,1,29.6454
11790,3,15,0,.2498185,.2637024,.2430407,0,0,0,0,0,0,0,1,0,1,29.6454
11791,1,73.21,3,.2563425,.2705891,.2598892,0,0,0,1,1,0,0,1,0,1,29.6454
11792,1,101.24,3,.2513542,.2653235,.2465593,0,0,0,0,0,0,1,0,1,1,29.6454
11793,1,20,3,.2666018,.2814186,.260722,0,0,0,0,0,0,1,0,0,1,29.6454
11794,3,27.32,3,.2425473,.2560272,.2351221,0,0,0,0,1,0,0,1,0,1,29.6454
11795,1,92.34,3,.3562262,.3760239,.3466718,0,0,0,0,1,0,1,0,0,0,29.6454
11796,1,74.26,3,.2452719,.2589032,.2358121,0,0,0,1,1,0,0,1,0,1,29.6454
11797,3,25,3,.2546043,.2687542,.2539116,0,0,0,1,0,0,0,1,0,0,29.6454
11798,3,20,3,.2801478,.2957173,.2736986,0,0,0,1,1,0,1,0,0,0,29.6454
11799,3,54.71,3,.226983,.2395979,.2237277,0,0,0,0,0,0,0,1,0,0,29.6454
11800,3,25,3,.2462608,.259947,.2395243,0,0,0,1,0,0,1,0,0,1,29.6454
11801,3,103,3,.2425473,.2560272,.2351221,0,0,0,1,0,1,0,1,0,1,29.6454
11802,3,70,3,.2590061,.2734007,.2508827,0,0,0,1,0,0,1,0,0,0,29.6454
11803,1,40,3,.2408674,.2542539,.2410333,0,0,0,0,0,0,0,1,1,0,29.6454
11804,3,20,3,.2627097,.2773101,.2731547,0,0,0,1,0,0,1,0,0,0,29.6454
11805,3,20,3,.2709422,.2860001,.2824766,0,0,0,1,1,0,0,1,0,0,29.6454
11806,1,100,3,.2601197,.2745762,.2580339,0,0,0,0,0,1,0,1,1,1,29.6454
11807,1,56.97,3,.2830102,.2987388,.280699,0,0,0,1,0,0,0,1,0,1,29.6454
11808,3,37.21,3,.2785347,.2940147,.276072,0,0,0,0,0,0,0,1,1,0,29.6454
11809,3,96.44,4,.2964122,.3128856,.3002328,0,0,0,1,0,0,1,0,1,1,29.6454
11810,3,92.22,4,.2830102,.2987388,.280699,0,0,0,1,1,0,0,1,0,0,29.6454
11811,1,50,4,.2665261,.2813386,.2605479,0,0,0,0,0,0,0,1,0,1,29.6454
11812,1,50,4,.2452004,.2588277,.2396635,0,0,0,1,0,0,0,1,0,0,29.6454
11813,3,25,4,.3212243,.3390767,.320232,0,0,0,1,1,0,0,1,1,0,29.6454
11814,3,15,4,.2846447,.3004642,.2897477,0,0,0,1,1,0,0,1,0,0,29.6454
11815,1,20,4,.2623773,.2769592,.2728228,0,0,0,0,0,0,0,1,1,1,29.6454
11816,3,82.94,4,.3562262,.3760239,.3466718,0,0,0,1,0,0,1,0,0,1,29.6454
11817,2,72.83,4,.2629445,.277558,.2547433,0,0,0,0,0,0,0,1,0,0,29.6454
11818,3,50,4,.2395613,.2528752,.2365132,0,0,0,1,0,0,1,0,0,0,29.6454
11819,3,27.2,4,.3073798,.3244628,.3034896,0,0,0,0,1,0,1,0,0,0,29.6454
11820,3,55,4,.2801478,.2957173,.2736986,0,0,0,0,0,1,0,0,0,0,29.6454
11821,1,72.24,4,.2939305,.3102661,.2926708,0,0,0,0,1,0,1,0,1,1,29.6454
11822,2,50,4,.2592977,.2737084,.2520056,0,0,0,1,0,0,0,1,0,0,29.6454
11823,1,22.47,4,.2829974,.2987253,.2883242,0,0,0,0,1,0,1,0,0,1,29.6454
11824,1,50,4,.2773005,.2927118,.2537011,0,0,0,0,0,1,0,1,0,1,29.6454
11825,3,73.2,4,.2943348,.3106928,.3002583,0,0,0,1,1,0,0,1,0,1,29.6454
11826,3,50,4,.2997889,.3164501,.2922162,0,0,0,0,0,1,0,1,0,1,29.6454
11827,1,20,0,.2413646,.2547788,.2368657,0,0,0,0,0,0,0,1,1,1,30.21016
11828,1,70,0,.2792765,.2947976,.2734877,0,0,0,1,0,0,0,1,0,1,30.21016
11829,1,50,0,.259291,.2737014,.2519991,0,0,0,1,0,0,0,1,0,0,30.21016
11830,3,97,0,.2519087,.2659089,.2598357,0,0,0,1,1,0,0,1,0,1,30.21016
11831,3,50,0,.2496226,.2634957,.2490085,0,0,0,1,0,1,0,1,0,1,30.21016
11832,3,79.24,0,.233281,.2462459,.2273746,0,0,0,1,0,0,0,1,0,0,30.21016
11833,1,20,0,.2875589,.3035403,.2822013,0,0,0,0,0,1,0,1,1,1,30.21016
11834,3,50,0,.2462544,.2599403,.2395181,0,0,0,1,1,0,1,0,0,0,30.21016
11835,1,20,0,.2795228,.2950577,.2822711,0,0,0,0,0,0,0,1,1,0,30.21016
11836,3,115,0,.2563359,.2705821,.2598825,0,0,0,0,0,0,0,1,0,1,30.21016
11837,3,85,0,.2629378,.2775508,.2547367,0,0,0,1,1,0,0,1,0,1,30.21016
11838,3,80,0,.2772152,.2926217,.2758402,0,0,0,1,0,0,0,1,0,1,30.21016
11839,1,75,0,.297452,.3139833,.2921624,0,0,0,1,0,0,1,0,0,0,30.21016
11840,1,40,0,.2749963,.2902795,.2690089,0,0,0,0,0,1,0,1,0,1,30.21016
11841,1,87.21,0,.258629,.2730026,.2563891,0,0,0,0,0,0,1,0,1,1,30.21016
11842,1,93.01,0,.262289,.2768661,.262863,0,0,0,0,0,0,1,0,0,0,30.21016
11843,1,100,0,.2754044,.2907103,.2715152,0,0,0,0,1,0,0,1,0,1,30.21016
11844,1,50,0,.2545663,.2687141,.254772,0,0,0,0,0,0,0,1,0,0,30.21016
11845,3,120,3,.2343993,.2474263,.228259,0,0,0,1,0,1,0,1,0,0,30.21016
11846,3,72.92,3,.2964045,.3128776,.300225,0,0,0,0,0,0,0,1,1,0,30.21016
11847,1,73.01,3,.2477635,.2615333,.2482563,0,0,0,1,0,0,1,0,1,0,30.21016
11848,3,20,3,.2728411,.2880045,.2713193,0,0,0,1,0,0,0,1,1,1,30.21016
11849,3,94,3,.2847538,.3005793,.2782926,0,0,0,0,0,0,0,1,0,1,30.21016
11850,2,123.92,3,.2359227,.2490344,.2286219,0,0,0,0,0,1,0,1,0,0,30.21016
11851,3,53.22,3,.2427967,.2562904,.236102,0,0,0,1,0,0,1,0,0,0,30.21016
11852,2,73.25,3,.2897351,.3058375,.2822445,0,0,0,1,0,0,0,1,1,0,30.21016
11853,1,50,3,.3306258,.3490007,.300482,0,0,0,1,0,0,0,1,1,0,30.21016
11854,1,15,3,.2674852,.282351,.278389,0,0,0,0,0,1,0,1,1,0,30.21016
11855,1,50,3,.2624736,.277061,.2565041,0,0,0,0,0,1,0,1,0,0,30.21016
11856,3,67.71,3,.2657723,.280543,.2668967,0,0,0,0,0,0,1,0,1,1,30.21016
11857,3,71.01,3,.235255,.2483296,.2261421,0,0,0,1,1,0,1,0,0,1,30.21016
11858,3,20,3,.3191196,.3368551,.3184859,0,0,0,0,0,0,0,1,1,0,30.21016
11859,1,50,3,.2482916,.2620907,.2558203,0,0,0,1,0,0,0,1,0,0,30.21016
11860,1,70,3,.2706914,.2857354,.2647073,0,0,0,1,0,0,0,1,0,0,30.21016
11861,1,83.29,3,.244569,.2581612,.2448434,0,0,0,0,1,0,0,1,1,0,30.21016
11862,1,10,3,.2706922,.2857362,.264838,0,0,0,1,0,1,1,0,0,0,30.21016
11863,1,29,4,.2427967,.2562904,.236102,0,0,0,1,1,0,0,1,0,1,30.21016
11864,3,92.47,4,.2361646,.2492897,.229554,0,0,0,0,1,0,1,0,0,1,30.21016
11865,3,27.92,4,.2482916,.2620907,.2558203,0,0,0,1,0,0,0,1,0,1,30.21016
11866,3,107.29,4,.2330966,.2460512,.229937,0,0,0,0,0,0,0,1,0,1,30.21016
11867,2,93.72,4,.2761821,.2915313,.2721447,0,0,0,0,0,0,1,0,1,1,30.21016
11868,1,84.21,4,.2427967,.2562904,.236102,0,0,0,1,0,0,0,1,0,1,30.21016
11869,3,55,4,.2489548,.2627908,.2519712,0,0,0,0,1,0,0,1,0,0,30.21016
11870,2,70,4,.3867917,.4082882,.3885416,0,0,0,0,0,0,0,1,1,1,30.21016
11871,3,20,4,.2301757,.242968,.2242939,0,0,0,0,0,0,0,1,0,1,30.21016
11872,3,95,4,.2376204,.2508264,.2314503,0,0,0,0,0,0,1,0,0,1,30.21016
11873,1,50,4,.2713484,.2864289,.2649313,0,0,0,0,0,0,1,0,1,1,30.21016
11874,3,50,4,.2362817,.2494134,.2331757,0,0,0,0,1,0,1,0,0,1,30.21016
11875,1,50,4,.2551773,.2693591,.247131,0,0,0,1,1,0,0,1,1,0,30.21016
11876,1,29.34,4,.2343993,.2474263,.228259,0,0,0,1,0,0,0,1,0,0,30.21016
11877,1,80,4,.3077602,.3248643,.3066853,0,0,0,1,0,0,0,1,1,1,30.21016
11878,3,29.3,4,.2665949,.2814113,.2607152,0,0,0,0,0,0,0,1,0,1,30.21016
11879,1,63.29,4,.2760248,.2913653,.2880782,0,0,0,1,1,0,0,1,0,0,30.21016
11880,3,100,4,.2514315,.2654051,.2577704,0,0,0,1,0,0,1,0,0,0,30.21016
11881,1,20,0,.255467,.2653078,.2690896,0,0,0,1,0,0,0,1,0,0,29.56701
11882,1,20,0,.2561982,.2660672,.2657078,0,0,0,0,0,0,1,0,0,0,29.56701
11883,3,50,0,.2603619,.2703913,.2643964,0,0,0,0,0,0,0,1,0,0,29.56701
11884,2,60,0,.2333589,.2423481,.241333,0,0,0,1,0,0,0,1,0,0,29.56701
11885,3,30,0,.2890062,.300139,.2933168,0,0,0,1,1,0,0,1,0,0,29.56701
11886,1,10,0,.357346,.3711113,.3612132,0,0,0,0,0,0,1,0,0,1,29.56701
11887,1,10,0,.2786781,.2894131,.2817739,0,0,0,1,1,0,1,0,1,0,29.56701
11888,2,10,0,.3242073,.3366961,.3055267,0,0,0,0,0,0,0,1,1,0,29.56701
11889,3,10,0,.22324,.2318394,.2227225,0,0,0,1,0,0,0,1,0,0,29.56701
11890,1,50,0,.2293981,.2382348,.2288919,0,0,0,1,0,0,0,1,0,0,29.56701
11891,1,100,0,.2321536,.2410964,.2364707,0,0,0,0,0,0,0,0,1,1,29.56701
11892,1,10,0,.2915467,.3027774,.296457,0,0,0,0,1,0,1,0,0,0,29.56701
11893,1,20,0,.2526565,.2623891,.2697984,0,0,0,1,1,0,0,1,0,0,29.56701
11894,3,15,0,.2642818,.2744622,.2726581,0,0,0,0,0,0,1,0,1,0,29.56701
11895,1,10,0,.2661863,.27644,.2568728,0,0,0,0,1,0,0,1,0,0,29.56701
11896,3,20,0,.285093,.2960751,.2997244,0,0,0,0,0,0,0,1,1,0,29.56701
11897,1,20,0,.2870796,.2981382,.3021723,0,0,0,0,1,0,0,1,0,0,29.56701
11898,1,10,0,.2689306,.2792901,.2733135,0,0,0,0,1,0,1,0,1,1,29.56701
11899,3,20,3,.263431,.2735786,.2666883,0,0,0,0,0,0,0,1,1,0,29.56701
11900,1,20,3,.233531,.2425268,.2357083,0,0,0,1,1,0,1,0,0,0,29.56701
11901,3,20,3,.3089577,.320859,.3196898,0,0,0,1,0,0,0,1,1,0,29.56701
11902,3,10,3,.2269194,.2356605,.2282406,0,0,0,0,0,0,0,1,0,0,29.56701
11903,3,20,3,.2293981,.2382348,.2288919,0,0,0,1,0,0,1,0,0,0,29.56701
11904,1,20,3,.2285522,.2373563,.2310644,0,0,0,1,1,0,0,1,0,0,29.56701
11905,3,20,3,.2627324,.2728531,.2684551,0,0,0,0,1,0,0,1,0,0,29.56701
11906,1,20,3,.221219,.2297405,.2264087,0,0,0,1,0,0,0,1,0,1,29.56701
11907,1,10,3,.2602223,.2702463,.268283,0,0,0,0,0,0,0,1,1,1,29.56701
11908,3,10,3,.2333589,.2423481,.241333,0,0,0,1,1,0,1,0,0,0,29.56701
11909,1,10,3,.233531,.2425268,.2357083,0,0,0,1,1,0,0,1,0,1,29.56701
11910,1,20,3,.2627324,.2728531,.2684551,0,0,0,1,1,0,0,1,0,0,29.56701
11911,1,20,3,.2333589,.2423481,.241333,0,0,0,0,1,0,0,1,0,0,29.56701
11912,2,10,3,.2489438,.2585333,.2655139,0,0,0,0,1,0,0,1,0,0,29.56701
